gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,ServiceCount,Churn_Label,Churn_Probability,Risk_Level,Recommended_Action,Revenue_At_Risk
Male,0,Yes,No,72,Yes,Yes,Fiber optic,1,1,1,0,1,1,Two year,Yes,Electronic check,109.65,7880.25,No,0,5,0,0.019706998,Low Risk,​​​​​​​✅ No Immediate Action,9.853499
Male,0,No,Yes,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,19.2,19.2,No,0,0,0,0.5846014,Low Risk,​​​​​​​✅ No Immediate Action,292.3007
Male,0,No,No,10,No,No phone service,DSL,0,0,0,0,0,1,Month-to-month,Yes,Mailed check,33.9,298.45,Yes,1,1,1,0.6819952,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,340.99762
Female,1,Yes,No,37,Yes,No,Fiber optic,0,0,1,1,1,0,Month-to-month,No,Electronic check,90.0,3371.75,No,0,3,0,0.11599628,Low Risk,​​​​​​​✅ No Immediate Action,57.99814
Male,0,No,No,12,No,No phone service,DSL,0,1,0,1,0,0,Month-to-month,No,Mailed check,34.0,442.45,No,0,2,0,0.08051292,Low Risk,​​​​​​​✅ No Immediate Action,40.25646
Male,0,Yes,Yes,1,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.4,20.4,No,0,0,0,0.17278427,Low Risk,​​​​​​​✅ No Immediate Action,86.392136
Male,0,Yes,No,62,No,No phone service,DSL,1,1,0,1,0,0,Two year,Yes,Credit card (automatic),38.6,2345.55,No,0,3,0,0.011611587,Low Risk,​​​​​​​✅ No Immediate Action,5.805794
Female,0,No,No,1,No,No phone service,DSL,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),25.25,25.25,No,0,0,0,0.3149665,Low Risk,​​​​​​​✅ No Immediate Action,157.48325
Female,0,No,No,18,Yes,Yes,DSL,1,0,1,0,0,0,Month-to-month,Yes,Mailed check,60.6,1156.35,No,0,2,0,0.13217625,Low Risk,​​​​​​​✅ No Immediate Action,66.08813
Male,1,Yes,No,69,Yes,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes,1,2,1,0.6467451,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,323.37253
Male,0,No,No,2,Yes,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,74.75,144.8,No,0,1,0,0.5831144,Low Risk,​​​​​​​✅ No Immediate Action,291.5572
Male,0,Yes,Yes,19,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.6,414.95,No,0,0,0,0.041013464,Low Risk,​​​​​​​✅ No Immediate Action,20.506733
Male,0,No,No,12,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes,1,1,1,0.8708345,High Risk,​​​​​​​🔥 Call + 20% Discount,435.41727
Male,0,No,No,9,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.4,181.8,No,0,0,0,0.11509492,Low Risk,​​​​​​​✅ No Immediate Action,57.547462
Male,0,No,No,27,Yes,No,DSL,1,0,1,1,1,1,One year,No,Electronic check,81.7,2212.55,No,0,5,0,0.036974743,Low Risk,​​​​​​​✅ No Immediate Action,18.487371
Male,0,No,Yes,27,Yes,Yes,Fiber optic,0,0,0,1,0,0,Month-to-month,Yes,Electronic check,79.5,2180.55,Yes,1,1,1,0.7537026,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,376.8513
Male,0,Yes,Yes,1,Yes,No,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Mailed check,89.15,89.15,Yes,1,2,1,0.8808838,High Risk,​​​​​​​🔥 Call + 20% Discount,440.4419
Female,1,No,No,24,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.3,459.95,No,0,0,0,0.03156038,Low Risk,​​​​​​​✅ No Immediate Action,15.78019
Male,1,No,No,14,Yes,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,1,0,1,0.7948024,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,397.4012
Female,1,No,No,32,Yes,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes,1,1,1,0.4536481,Low Risk,​​​​​​​✅ No Immediate Action,226.82405
Female,0,No,No,11,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.0,211.95,No,0,0,0,0.03548338,Low Risk,​​​​​​​✅ No Immediate Action,17.74169
Male,0,No,No,1,Yes,Yes,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,25.0,25.0,No,0,0,0,0.54048675,Low Risk,​​​​​​​✅ No Immediate Action,270.24338
Male,1,No,Yes,38,Yes,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,80.45,3162.65,No,0,1,0,0.20094538,Low Risk,​​​​​​​✅ No Immediate Action,100.47269
Female,0,Yes,Yes,9,Yes,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.75,210.65,No,0,0,0,0.028954597,Low Risk,​​​​​​​✅ No Immediate Action,14.477299
Male,0,Yes,Yes,54,Yes,Yes,DSL,1,1,0,1,0,0,Two year,Yes,Credit card (automatic),65.65,3566.7,No,0,3,0,0.009276305,Low Risk,​​​​​​​✅ No Immediate Action,4.6381526
Female,0,No,No,29,Yes,Yes,DSL,0,0,0,0,1,1,One year,Yes,Credit card (automatic),71.0,2080.1,No,0,2,0,0.07863413,Low Risk,​​​​​​​✅ No Immediate Action,39.317062
Male,1,Yes,No,44,Yes,Yes,Fiber optic,0,0,1,0,1,0,Month-to-month,Yes,Electronic check,89.2,4040.2,No,0,2,0,0.42088363,Low Risk,​​​​​​​✅ No Immediate Action,210.44182
Male,0,Yes,Yes,59,Yes,No,DSL,1,1,1,1,1,1,Two year,Yes,Electronic check,86.75,5186.0,No,0,6,0,0.012096019,Low Risk,​​​​​​​✅ No Immediate Action,6.04801
Female,0,No,No,3,Yes,No,DSL,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,55.3,196.15,Yes,1,1,1,0.7562023,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,378.10114
Female,0,Yes,Yes,18,Yes,No,DSL,1,1,0,1,0,0,One year,Yes,Mailed check,61.5,1087.45,No,0,3,0,0.04021173,Low Risk,​​​​​​​✅ No Immediate Action,20.105865
Male,1,No,No,67,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.1,1672.15,No,0,0,0,0.0073415167,Low Risk,​​​​​​​✅ No Immediate Action,3.6707582
Female,0,Yes,Yes,22,Yes,No,DSL,0,1,0,1,0,0,Month-to-month,No,Electronic check,55.15,1206.05,Yes,1,2,1,0.48967165,Low Risk,​​​​​​​✅ No Immediate Action,244.83583
Male,0,No,Yes,33,No,No phone service,DSL,1,0,0,1,0,0,One year,No,Credit card (automatic),34.05,1113.95,No,0,2,0,0.0447541,Low Risk,​​​​​​​✅ No Immediate Action,22.37705
Male,0,No,No,5,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.95,107.05,No,0,0,0,0.17398106,Low Risk,​​​​​​​✅ No Immediate Action,86.990524
Female,0,No,No,2,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.95,38.15,No,0,0,0,0.13424297,Low Risk,​​​​​​​✅ No Immediate Action,67.12148
Male,0,Yes,Yes,72,Yes,Yes,DSL,1,1,1,1,1,1,Two year,No,Credit card (automatic),89.7,6339.3,No,0,6,0,0.00211471,Low Risk,​​​​​​​✅ No Immediate Action,1.0573549
Male,0,No,Yes,9,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.4,184.1,No,0,0,0,0.09761035,Low Risk,​​​​​​​✅ No Immediate Action,48.805172
Male,0,Yes,Yes,67,Yes,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,26.3,1688.9,No,0,0,0,0.0028850273,Low Risk,​​​​​​​✅ No Immediate Action,1.4425137
Female,0,Yes,No,16,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,1,1,1,0.748386,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,374.19302
Female,0,No,No,8,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.7,137.6,No,0,0,0,0.12017821,Low Risk,​​​​​​​✅ No Immediate Action,60.089104
Male,0,No,No,5,No,No phone service,DSL,1,1,1,1,0,0,Month-to-month,Yes,Mailed check,43.25,219.0,Yes,1,4,1,0.6458288,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,322.9144
Male,0,Yes,Yes,23,Yes,Yes,DSL,0,0,0,0,0,0,One year,Yes,Credit card (automatic),48.35,1067.15,Yes,1,0,1,0.63744956,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,318.7248
Male,0,No,No,1,Yes,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,1,1,1,0.9627994,High Risk,​​​​​​​🔥 Call + 20% Discount,481.3997
Female,1,Yes,No,50,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes,1,0,1,0.36526117,Low Risk,​​​​​​​✅ No Immediate Action,182.63058
Male,0,No,No,17,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.45,369.05,No,0,0,0,0.013535809,Low Risk,​​​​​​​✅ No Immediate Action,6.7679043
Female,0,Yes,No,68,Yes,Yes,Fiber optic,1,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No,0,5,0,0.04195138,Low Risk,​​​​​​​✅ No Immediate Action,20.97569
Male,0,No,No,1,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,No,Electronic check,84.5,84.5,Yes,1,1,1,0.9113118,High Risk,​​​​​​​🔥 Call + 20% Discount,455.6559
Female,1,Yes,No,25,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.3,1813.1,No,0,0,0,0.4188468,Low Risk,​​​​​​​✅ No Immediate Action,209.42339
Male,0,No,No,67,No,No phone service,DSL,1,0,1,1,1,0,One year,Yes,Bank transfer (automatic),49.35,3321.35,No,0,4,0,0.008821118,Low Risk,​​​​​​​✅ No Immediate Action,4.4105587
Male,0,No,No,32,Yes,No,No,0,0,0,0,0,0,One year,No,Credit card (automatic),20.35,707.5,No,0,0,0,0.01417174,Low Risk,​​​​​​​✅ No Immediate Action,7.08587
Female,1,Yes,No,67,Yes,Yes,Fiber optic,1,1,0,0,1,1,One year,Yes,Electronic check,105.6,7112.15,No,0,4,0,0.081924774,Low Risk,​​​​​​​✅ No Immediate Action,40.962387
Male,1,Yes,No,72,No,No phone service,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),64.45,4641.1,No,0,6,0,0.0069724373,Low Risk,​​​​​​​✅ No Immediate Action,3.4862187
Male,0,Yes,No,71,Yes,Yes,Fiber optic,0,1,1,1,1,1,Two year,Yes,Credit card (automatic),108.6,7690.9,Yes,1,5,1,0.6748005,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,337.40027
Male,0,No,Yes,1,Yes,No,DSL,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,49.9,49.9,No,0,1,0,0.30322137,Low Risk,​​​​​​​✅ No Immediate Action,151.61069
Male,0,No,No,46,No,No phone service,DSL,0,1,0,0,0,0,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes,1,1,1,0.48499835,Low Risk,​​​​​​​✅ No Immediate Action,242.49918
Female,1,No,No,2,No,No phone service,DSL,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,30.4,78.65,Yes,1,1,1,0.8766444,High Risk,​​​​​​​🔥 Call + 20% Discount,438.32217
Female,0,No,No,1,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,45.4,45.4,Yes,1,0,1,0.78173846,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,390.86923
Female,0,Yes,No,48,Yes,No,DSL,0,1,1,0,0,1,One year,Yes,Electronic check,65.65,3094.65,No,0,3,0,0.07471295,Low Risk,​​​​​​​✅ No Immediate Action,37.356472
Female,0,Yes,No,61,Yes,Yes,Fiber optic,0,0,1,1,1,1,One year,Yes,Bank transfer (automatic),103.3,6518.35,No,0,4,0,0.09399182,Low Risk,​​​​​​​✅ No Immediate Action,46.99591
Female,0,Yes,No,32,Yes,No,Fiber optic,0,1,0,0,0,1,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes,1,2,1,0.29968053,Low Risk,​​​​​​​✅ No Immediate Action,149.84027
Female,0,No,No,2,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,44.45,82.7,No,0,0,0,0.3100618,Low Risk,​​​​​​​✅ No Immediate Action,155.0309
Female,0,No,No,3,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,19.75,58.85,Yes,1,0,1,0.35847628,Low Risk,​​​​​​​✅ No Immediate Action,179.23814
Female,0,No,No,5,Yes,No,Fiber optic,0,0,0,1,0,1,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes,1,2,1,0.5637098,Low Risk,​​​​​​​✅ No Immediate Action,281.8549
Female,0,Yes,Yes,71,Yes,Yes,DSL,1,1,1,1,1,1,Two year,No,Bank transfer (automatic),89.9,6342.7,No,0,6,0,0.0028371625,Low Risk,​​​​​​​✅ No Immediate Action,1.4185812
Male,0,Yes,No,37,Yes,Yes,DSL,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,55.05,2030.75,No,0,1,0,0.038754035,Low Risk,​​​​​​​✅ No Immediate Action,19.377018
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,0,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No,0,4,0,0.061138563,Low Risk,​​​​​​​✅ No Immediate Action,30.56928
Female,0,No,Yes,67,Yes,Yes,Fiber optic,0,1,0,1,1,1,One year,Yes,Bank transfer (automatic),106.6,7244.7,No,0,4,0,0.0493491,Low Risk,​​​​​​​✅ No Immediate Action,24.67455
Male,0,No,Yes,49,Yes,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes,1,0,1,0.44513115,Low Risk,​​​​​​​✅ No Immediate Action,222.56558
Male,0,Yes,Yes,50,Yes,Yes,DSL,1,0,0,1,1,0,Two year,Yes,Credit card (automatic),70.5,3486.65,No,0,3,0,0.0173505,Low Risk,​​​​​​​✅ No Immediate Action,8.67525
Male,0,Yes,Yes,25,Yes,No,No,0,0,0,0,0,0,One year,No,Electronic check,19.6,411.15,No,0,0,0,0.026842557,Low Risk,​​​​​​​✅ No Immediate Action,13.421278
Female,0,No,Yes,17,Yes,Yes,DSL,0,0,1,0,0,0,One year,Yes,Mailed check,55.85,937.5,Yes,1,1,1,0.45005,Low Risk,​​​​​​​✅ No Immediate Action,225.025
Female,0,Yes,Yes,64,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Mailed check,24.05,1559.15,No,0,0,0,0.007010879,Low Risk,​​​​​​​✅ No Immediate Action,3.5054395
Male,0,Yes,No,25,No,No phone service,DSL,0,0,1,0,1,0,One year,Yes,Credit card (automatic),38.1,970.4,No,0,2,0,0.12590054,Low Risk,​​​​​​​✅ No Immediate Action,62.950268
Male,1,No,No,23,Yes,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes,1,4,1,0.78798753,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,393.99377
Male,1,Yes,No,24,No,No phone service,DSL,0,0,1,1,0,0,Month-to-month,No,Mailed check,34.25,828.2,No,0,2,0,0.08461747,Low Risk,​​​​​​​✅ No Immediate Action,42.308735
Female,0,No,No,37,Yes,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,100.05,3810.55,No,0,3,0,0.615278,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,307.639
Female,0,No,No,21,Yes,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,68.65,1493.2,No,0,0,0,0.6737297,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,336.86487
Male,0,No,No,1,Yes,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,45.8,45.8,No,0,0,0,0.8284687,High Risk,​​​​​​​🔥 Call + 20% Discount,414.23434
Female,0,No,No,10,Yes,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,75.75,777.3,No,0,0,0,0.5287983,Low Risk,​​​​​​​✅ No Immediate Action,264.39914
Male,0,No,No,6,Yes,No,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,1,2,1,0.78762895,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,393.81448
Male,0,Yes,No,51,Yes,Yes,Fiber optic,1,1,0,0,0,1,One year,Yes,Credit card (automatic),96.4,4911.05,No,0,3,0,0.16616914,Low Risk,​​​​​​​✅ No Immediate Action,83.08457
Female,0,No,No,10,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.55,187.35,No,0,0,0,0.054300074,Low Risk,​​​​​​​✅ No Immediate Action,27.150036
Female,0,No,No,6,No,No phone service,DSL,1,1,0,1,0,1,Month-to-month,No,Credit card (automatic),50.95,307.6,No,0,4,0,0.123811744,Low Risk,​​​​​​​✅ No Immediate Action,61.905872
Male,0,Yes,Yes,47,Yes,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Mailed check,90.5,4318.35,No,0,6,0,0.0061534266,Low Risk,​​​​​​​✅ No Immediate Action,3.0767133
Female,0,Yes,Yes,61,Yes,Yes,DSL,1,1,1,1,0,1,One year,Yes,Electronic check,79.4,4820.55,No,0,5,0,0.034163266,Low Risk,​​​​​​​✅ No Immediate Action,17.081633
Female,0,No,No,52,No,No phone service,DSL,1,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,0,5,0,0.01142968,Low Risk,​​​​​​​✅ No Immediate Action,5.71484
Female,0,Yes,Yes,35,Yes,Yes,DSL,1,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,0,2,0,0.13489637,Low Risk,​​​​​​​✅ No Immediate Action,67.44818
Male,0,Yes,No,71,Yes,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,0,4,0,0.16048688,Low Risk,​​​​​​​✅ No Immediate Action,80.24344
Female,0,No,No,6,Yes,No,DSL,1,1,0,0,0,0,Month-to-month,No,Electronic check,56.25,389.1,Yes,1,2,1,0.5538131,Low Risk,​​​​​​​✅ No Immediate Action,276.90656
Male,0,Yes,No,45,Yes,No,DSL,1,0,1,0,0,0,Two year,No,Credit card (automatic),53.3,2296.25,No,0,2,0,0.01228663,Low Risk,​​​​​​​✅ No Immediate Action,6.1433153
Female,1,No,No,2,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,1,1,1,0.9222923,High Risk,​​​​​​​🔥 Call + 20% Discount,461.14615
Female,0,No,No,4,Yes,No,DSL,0,1,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,1,3,1,0.44020233,Low Risk,​​​​​​​✅ No Immediate Action,220.10117
Male,0,No,No,2,No,No phone service,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,24.3,38.45,No,0,0,0,0.2931071,Low Risk,​​​​​​​✅ No Immediate Action,146.55354
Male,0,No,No,4,Yes,No,Fiber optic,0,0,0,0,1,0,Month-to-month,No,Electronic check,77.85,299.2,Yes,1,1,1,0.81068236,High Risk,​​​​​​​🔥 Call + 20% Discount,405.3412
Male,0,No,No,51,Yes,Yes,DSL,1,0,0,1,0,0,One year,No,Credit card (automatic),59.9,3043.6,No,0,2,0,0.059280887,Low Risk,​​​​​​​✅ No Immediate Action,29.640444
Male,0,Yes,Yes,60,Yes,Yes,No,0,0,0,0,0,0,One year,No,Credit card (automatic),23.95,1506.4,No,0,0,0,0.011475914,Low Risk,​​​​​​​✅ No Immediate Action,5.737957
Male,0,No,No,9,Yes,No,No,0,0,0,0,0,0,One year,Yes,Mailed check,20.15,163.7,No,0,0,0,0.0530068,Low Risk,​​​​​​​✅ No Immediate Action,26.5034
Male,0,No,No,3,Yes,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,1,4,1,0.7696852,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,384.8426
Male,0,No,No,17,Yes,Yes,Fiber optic,0,0,1,1,0,1,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,0,3,0,0.11093152,Low Risk,​​​​​​​✅ No Immediate Action,55.465763
Female,0,No,No,8,Yes,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,1,1,1,0.9093949,High Risk,​​​​​​​🔥 Call + 20% Discount,454.69745
Male,0,Yes,Yes,46,Yes,No,DSL,1,0,1,1,1,1,Two year,No,Mailed check,81.0,3846.35,No,0,5,0,0.006782758,Low Risk,​​​​​​​✅ No Immediate Action,3.391379
Female,0,No,No,68,Yes,No,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),82.45,5646.6,No,0,6,0,0.007422816,Low Risk,​​​​​​​✅ No Immediate Action,3.711408
Male,0,No,No,1,Yes,No,DSL,0,0,0,0,1,0,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,1,1,1,0.8357087,High Risk,​​​​​​​🔥 Call + 20% Discount,417.85434
Female,0,Yes,No,4,Yes,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.5,79.05,No,0,0,0,0.040853124,Low Risk,​​​​​​​✅ No Immediate Action,20.426561
Female,0,No,No,1,No,No phone service,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,1,0,1,0.7035869,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,351.79343
Male,0,No,Yes,28,Yes,No,DSL,0,1,0,1,0,0,One year,Yes,Credit card (automatic),54.4,1516.6,No,0,2,0,0.12869169,Low Risk,​​​​​​​✅ No Immediate Action,64.34584
Female,0,No,No,39,Yes,No,DSL,0,1,0,0,1,0,One year,Yes,Credit card (automatic),58.6,2224.5,No,0,2,0,0.05677436,Low Risk,​​​​​​​✅ No Immediate Action,28.38718
Male,0,No,No,11,Yes,No,Fiber optic,0,0,1,0,0,1,Month-to-month,No,Electronic check,84.8,888.75,No,0,2,0,0.20523806,Low Risk,​​​​​​​✅ No Immediate Action,102.619026
Female,0,Yes,No,71,No,No phone service,DSL,0,1,1,1,1,1,Two year,Yes,Credit card (automatic),61.4,4310.35,No,0,5,0,0.007816876,Low Risk,​​​​​​​✅ No Immediate Action,3.9084382
Male,0,No,Yes,2,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.4,42.9,No,0,0,0,0.10299857,Low Risk,​​​​​​​✅ No Immediate Action,51.499287
Male,1,Yes,No,30,Yes,No,Fiber optic,0,1,1,0,0,0,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,1,2,1,0.60254836,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,301.27417
Female,0,No,No,17,Yes,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.15,353.65,No,0,0,0,0.02859876,Low Risk,​​​​​​​✅ No Immediate Action,14.299379
Female,0,Yes,No,55,Yes,Yes,Fiber optic,0,1,1,0,1,0,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,0,3,0,0.21472017,Low Risk,​​​​​​​✅ No Immediate Action,107.360085
Female,0,No,No,58,Yes,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,0,1,0,0.06316494,Low Risk,​​​​​​​✅ No Immediate Action,31.582472
Female,0,No,No,5,Yes,No,DSL,1,0,0,1,0,0,Month-to-month,No,Electronic check,54.2,308.25,Yes,1,2,1,0.5594076,Low Risk,​​​​​​​✅ No Immediate Action,279.7038
Female,1,No,No,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,1,0,1,0.8104104,High Risk,​​​​​​​🔥 Call + 20% Discount,405.2052
Male,1,No,No,9,Yes,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.05,678.45,No,0,0,0,0.81604415,High Risk,​​​​​​​🔥 Call + 20% Discount,408.02206
Male,0,No,No,26,Yes,No,DSL,0,0,0,1,0,0,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,0,1,0,0.049872015,Low Risk,​​​​​​​✅ No Immediate Action,24.936007
Female,0,No,No,50,Yes,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.4,1023.95,No,0,0,0,0.016082292,Low Risk,​​​​​​​✅ No Immediate Action,8.041146
Female,0,Yes,No,72,Yes,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,0,6,0,0.005422184,Low Risk,​​​​​​​✅ No Immediate Action,2.711092
Female,0,No,Yes,43,Yes,No,Fiber optic,1,1,0,1,1,1,One year,Yes,Credit card (automatic),106.0,4532.3,No,0,5,0,0.21813318,Low Risk,​​​​​​​✅ No Immediate Action,109.06659
Male,0,No,No,56,Yes,Yes,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,0,0,0,0.021047482,Low Risk,​​​​​​​✅ No Immediate Action,10.523741
Female,0,No,No,1,Yes,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.1,19.1,No,0,0,0,0.14074428,Low Risk,​​​​​​​✅ No Immediate Action,70.37214
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,0,1,1,0,1,1,Two year,Yes,Electronic check,103.4,7372.65,Yes,1,4,1,0.6065067,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,303.25336
Male,0,Yes,No,72,Yes,Yes,Fiber optic,1,1,0,1,0,1,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,0,4,0,0.004391788,Low Risk,​​​​​​​✅ No Immediate Action,2.195894
Male,0,Yes,No,36,Yes,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,95.4,3474.2,No,0,2,0,0.709443,Medium Risk,​​​​​​​⚠️ Targeted SMS Offer,354.7215
Male,0,No,No,5,Yes,No,DSL,0,0,1,1,1,1,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,0,4,0,0.120954685,Low Risk,​​​​​​​✅ No Immediate Action,60.47734
Female,0,No,No,13,Yes,Yes,Fiber optic,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,1,2,1,0.86304575,High Risk,​​​​​​​🔥 Call + 20% Discount,431.5229
Female,1,No,No,44,Yes,No,Fiber optic,0,1,1,0,0,1,One year,No,Credit card (automatic),89.15,3990.75,No,0,3,0,0.122975044,Low Risk,​​​​​​​✅ No Immediate Action,61.487522
Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,0,1,1,1,1,1,One year,Yes,Electronic check,107.9,7475.85,No,0,5,0,0.15805967,Low Risk,​​​​​​​✅ No Immediate Action,79.02984
